"","M_PL_004_column_names","M_PL_006_column_names","M_PL_007_column_names","M_PL_013_column_names","M_PL_017_column_names","M_PL_019_column_names","M_PL_024_column_names","M_PL_025_column_names","M_PL_033_column_names","M_PL_044_column_names","M_PL_045_column_names","M_PL_051_column_names","M_PL_054_column_names","M_PL_055_column_names","M_PL_056_column_names","M_PL_057_column_names","M_PL_058_column_names","M_PL_059_column_names","M_PL_060_01_column_names","M_PL_060_02_column_names","M_PL_060_03_column_names","M_PL_060_04_column_names","M_PL_060_05_column_names","M_PL_060_06_column_names","M_PL_060_07_column_names","M_PL_060_08_column_names","M_PL_060_09_column_names","M_PL_060_10_column_names","M_PL_060_11_column_names","M_PL_060_12_column_names","M_PL_060_13_column_names","M_PL_060_14_column_names","M_PL_060_15_column_names","M_PL_060_16_column_names","M_PL_060_17_column_names","M_PL_060_18_column_names","M_PL_060_19_column_names","M_PL_060_20_column_names","M_PL_060_21_column_names","M_PL_060_22_column_names","M_PL_060_23_column_names","M_PL_060_24_column_names","M_PL_061_01_column_names","M_PL_061_02_column_names","M_PL_061_03_column_names","M_PL_061_04_column_names","M_PL_061_05_column_names","M_PL_061_06_column_names","M_PL_061_07_column_names","M_PL_061_08_column_names","M_PL_061_09_column_names","M_PL_061_10_column_names","M_PL_061_11_column_names","M_PL_061_12_column_names","M_PL_061_13_column_names","M_PL_061_14_column_names","M_PL_061_15_column_names","M_PL_061_16_column_names","M_PL_061_17_column_names","M_PL_061_18_column_names","M_PL_061_19_column_names","M_PL_061_20_column_names","M_PL_061_21_column_names","M_PL_061_22_column_names","M_PL_061_23_column_names","M_PL_061_24_column_names","M_PL_061_25_column_names","M_PL_061_26_column_names","M_PL_061_27_column_names","M_PL_061_28_column_names","M_PL_061_29_column_names","M_PL_061_30_column_names","M_PL_061_31_column_names","M_PL_061_32_column_names","M_PL_061_35_column_names","M_PL_061_36_column_names","M_PL_061_37_column_names","M_PL_061_38_column_names","M_PL_061_39_column_names","M_PL_061_40_column_names","M_PL_061_43_column_names","M_PL_061_44_column_names","M_PL_061_45_column_names","M_PL_061_46_column_names","M_PL_061_47_column_names","M_PL_061_48_column_names","M_PL_063_column_names","M_PL_064_column_names","M_PL_065_column_names","M_PL_067_column_names","M_PL_068_column_names","M_PL_069_01_column_names","M_PL_070_column_names","M_PL_071_column_names","M_PL_073_column_names","M_PL_074_01_column_names","M_PL_074_02_column_names","M_PL_074_03_column_names","M_PL_074_04_column_names","M_PL_074_05_column_names","M_PL_074_06_column_names","M_PL_074_07_column_names","M_PL_074_08_column_names","M_PL_074_09_column_names","M_PL_074_10_column_names","M_PL_074_11_column_names","M_PL_074_12_column_names","M_PL_074_13_column_names","M_PL_074_14_column_names","M_PL_074_15_column_names","M_PL_074_16_column_names","M_PL_074_17_column_names","M_PL_074_18_column_names"
"M_PL_045_column_names",1,1,1,1,0.990291262135922,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_051_column_names",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_054_column_names",0.995049504950495,0.994505494505495,0.994082840236686,0.997222222222222,0.984126984126984,0.997422680412371,1,0.994236311239193,0.99406528189911,0.978627671541057,1,1,0,0.932900432900433,0.969230769230769,0.928571428571429,0.994778067885117,0.996845425867508,0.997084548104956,0.997076023391813,0.997134670487106,0.997142857142857,0.997198879551821,0.997126436781609,0.997084548104956,0.996987951807229,0.997084548104956,0.996941896024465,0.996913580246914,0.996960486322188,0.997005988023952,0.997067448680352,0.997067448680352,0.997084548104956,0.997050147492625,0.996987951807229,0.996845425867508,0.996894409937888,0.996932515337423,0.997014925373134,0.996978851963746,0.996941896024465,0.996835443037975,0.996884735202492,0.99685534591195,0.996845425867508,0.996932515337423,0.996951219512195,0.996932515337423,0.996904024767802,0.996815286624204,0.99685534591195,0.996825396825397,0.996835443037975,0.996904024767802,0.996815286624204,0.996894409937888,0.996904024767802,0.996784565916399,0.996894409937888,0.996923076923077,0.996815286624204,0.996894409937888,0.996815286624204,0.996960486322188,0.996894409937888,0.996825396825397,0.996845425867508,0.996845425867508,0.996904024767802,0.996894409937888,0.996845425867508,0.996904024767802,0.996884735202492,0.996815286624204,0.996884735202492,0.996904024767802,0.996941896024465,0.996941896024465,0.996960486322188,0.996865203761756,0.996815286624204,0.996941896024465,0.996923076923077,0.996960486322188,0.99685534591195,1,1,1,1,1,1,1,1,0.997109826589595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_055_column_names",1,0.995967741935484,0.990950226244344,0.995884773662551,0.984790874524715,0.996309963099631,1,0.995670995670996,0.995475113122172,0.983290488431877,1,1,0.932900432900433,0,0.975925925925926,0.973684210526316,0.99625468164794,0.995,0.995575221238938,0.995555555555556,0.995689655172414,0.995708154506438,0.995833333333333,0.995670995670996,0.995575221238938,0.995348837209302,0.995575221238938,0.995238095238095,0.995169082125604,0.995283018867925,0.995391705069124,0.995535714285714,0.995535714285714,0.995575221238938,0.995495495495495,0.995348837209302,0.995,0.995121951219512,0.995215311004785,0.995412844036697,0.995327102803738,0.995238095238095,0.994974874371859,0.995098039215686,0.995024875621891,0.995,0.995215311004785,0.995260663507109,0.995215311004785,0.995145631067961,0.99492385786802,0.995024875621891,0.994949494949495,0.994974874371859,0.995145631067961,0.99492385786802,0.995121951219512,0.995145631067961,0.994845360824742,0.995121951219512,0.995192307692308,0.99492385786802,0.995121951219512,0.99492385786802,0.995283018867925,0.995121951219512,0.994949494949495,0.995,0.995,0.995145631067961,0.995121951219512,0.995,0.995145631067961,0.995098039215686,0.99492385786802,0.995098039215686,0.995145631067961,0.995238095238095,0.995238095238095,0.995283018867925,0.995049504950495,0.99492385786802,0.995238095238095,0.995192307692308,0.995283018867925,0.995024875621891,1,1,1,1,1,1,1,1,0.995633187772926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_056_column_names",0.995689655172414,0.997647058823529,0.992443324937028,0.997619047619048,0.981651376146789,0.995525727069351,1,0.995085995085995,0.99748743718593,0.990615224191866,1,1,0.969230769230769,0.975925925925926,0,0.968985750209556,0.99548532731377,0.997347480106101,0.997518610421836,0.997512437810945,0.997555012224939,0.997560975609756,0.997601918465228,0.997549019607843,0.997518610421836,0.997448979591837,0.997518610421836,0.997416020671835,0.997395833333333,0.997429305912596,0.99746192893401,0.997506234413965,0.997506234413965,0.997518610421836,0.99749373433584,0.997448979591837,0.997347480106101,0.99738219895288,0.99740932642487,0.99746835443038,0.997442455242967,0.997416020671835,0.997340425531915,0.99737532808399,0.997354497354497,0.997347480106101,0.99740932642487,0.997422680412371,0.99740932642487,0.997389033942559,0.997326203208556,0.997354497354497,0.997333333333333,0.997340425531915,0.997389033942559,0.997326203208556,0.99738219895288,0.997389033942559,0.997304582210243,0.99738219895288,0.997402597402597,0.997326203208556,0.99738219895288,0.997326203208556,0.997429305912596,0.99738219895288,0.997333333333333,0.997347480106101,0.997347480106101,0.997389033942559,0.99738219895288,0.997347480106101,0.997389033942559,0.99737532808399,0.997326203208556,0.99737532808399,0.997389033942559,0.997416020671835,0.997416020671835,0.997429305912596,0.997361477572559,0.997326203208556,0.997416020671835,0.997402597402597,0.997429305912596,0.997354497354497,1,1,1,1,1,1,1,1,0.997536945812808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_057_column_names",0.998963730569948,0.998918918918919,0.99888765294772,1,0.995744680851064,1,1,0.998898678414097,1,0.992450240219629,1,1,0.928571428571429,0.973684210526316,0.968985750209556,0,0.998940677966102,1,1,1,0.998899889988999,0.998901098901099,1,1,1,1,0.998892580287929,0.998872604284104,1,0.998875140607424,0.998881431767338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_058_column_names",1,0.985611510791367,0.982300884955752,0.992592592592593,0.980769230769231,0.993865030674847,1,0.991869918699187,0.991150442477876,0.998533724340176,1,1,0.994778067885117,0.99625468164794,0.99548532731377,0.998940677966102,0,0.989130434782609,0.991525423728813,0.991452991452991,0.991935483870968,0.992,0.992424242424242,0.991869918699187,0.991525423728813,0.990654205607477,0.991525423728813,0.990196078431373,0.98989898989899,0.990384615384615,0.990825688073394,0.991379310344828,0.991379310344828,0.991525423728813,0.991228070175439,0.990654205607477,0.989130434782609,0.989690721649485,0.99009900990099,0.990909090909091,0.990566037735849,0.990196078431373,0.989010989010989,0.989583333333333,0.989247311827957,0.989130434782609,0.99009900990099,0.990291262135922,0.99009900990099,0.989795918367347,0.98876404494382,0.989247311827957,0.988888888888889,0.989010989010989,0.989795918367347,0.98876404494382,0.989690721649485,0.989795918367347,0.988372093023256,0.989690721649485,0.99,0.98876404494382,0.989690721649485,0.98876404494382,0.990384615384615,0.989690721649485,0.988888888888889,0.989130434782609,0.989130434782609,0.989795918367347,0.989690721649485,0.989130434782609,0.989795918367347,0.989583333333333,0.98876404494382,0.989583333333333,0.989795918367347,0.990196078431373,0.990196078431373,0.990384615384615,0.98936170212766,0.98876404494382,0.990196078431373,0.99,0.990384615384615,0.989247311827957,1,1,1,1,1,1,1,1,0.991735537190083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_059_column_names",1,1,0.978723404255319,0.985294117647059,0.989010989010989,0.989583333333333,1,0.982142857142857,0.978260869565217,0.998373983739837,1,1,0.996845425867508,0.995,0.997347480106101,1,0.989130434782609,0,0.980392156862745,0.98,0.982456140350877,0.982758620689655,0.984615384615385,0.982142857142857,0.980392156862745,0.975,0.980392156862745,0.971428571428571,0.96875,0.972972972972973,0.976190476190476,0.979591836734694,0.979591836734694,0.980392156862745,0.978723404255319,0.975,0.96,0.966666666666667,0.970588235294118,0.976744186046512,0.974358974358974,0.971428571428571,0.958333333333333,0.96551724137931,0.961538461538461,0.96,0.970588235294118,0.972222222222222,0.970588235294118,0.967741935483871,0.954545454545454,0.961538461538461,0.956521739130435,0.958333333333333,0.967741935483871,0.954545454545454,0.966666666666667,0.967741935483871,0.947368421052632,0.966666666666667,0.96969696969697,0.954545454545454,0.966666666666667,0.954545454545454,0.972972972972973,0.966666666666667,0.956521739130435,0.96,0.96,0.967741935483871,0.966666666666667,0.96,0.967741935483871,0.96551724137931,0.954545454545454,0.96551724137931,0.967741935483871,0.971428571428571,0.971428571428571,0.972972972972973,0.962962962962963,0.954545454545454,0.971428571428571,0.96969696969697,0.972972972972973,0.961538461538461,1,1,1,1,1,1,1,1,0.981481481481482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_01_column_names",1,1,0.986301369863014,0.978494623655914,0.991452991452991,0.991803278688525,1,0.98780487804878,0.986111111111111,0.998439937597504,1,1,0.997084548104956,0.995575221238938,0.997518610421836,1,0.991525423728813,0.980392156862745,0,0.737704918032787,0.746268656716418,0.73134328358209,0.773333333333333,0.922077922077922,0.8,0.824561403508772,0.818181818181818,0.872727272727273,0.886792452830189,0.857142857142857,0.647058823529412,0.774193548387097,0.754098360655738,0.741935483870968,0.766666666666667,0.781818181818182,0.818181818181818,0.836734693877551,0.849056603773585,0.793103448275862,0.8,0.784313725490196,0.98,0.981818181818182,0.96078431372549,0.980392156862745,0.948275862068966,0.967213114754098,0.948275862068966,0.964285714285714,0.979166666666667,0.96078431372549,0.958333333333333,0.959183673469388,0.964285714285714,0.979166666666667,0.944444444444444,0.964285714285714,0.977777777777778,0.963636363636364,0.96551724137931,0.979166666666667,0.963636363636364,0.957446808510638,0.950819672131147,0.963636363636364,0.979591836734694,0.96,0.96,0.964285714285714,0.963636363636364,0.96,0.945454545454545,0.962962962962963,0.957446808510638,0.962962962962963,0.964285714285714,0.966666666666667,0.966666666666667,0.967741935483871,0.981132075471698,0.979166666666667,0.966666666666667,0.96551724137931,0.967741935483871,0.96078431372549,1,1,1,1,1,1,1,1,0.9875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_02_column_names",1,1,0.986111111111111,0.978260869565217,0.991379310344828,0.991735537190083,1,0.987654320987654,0.985915492957746,0.9984375,1,1,0.997076023391813,0.995555555555556,0.997512437810945,1,0.991452991452991,0.98,0.737704918032787,0,0.682539682539683,0.727272727272727,0.7,0.891891891891892,0.758064516129032,0.777777777777778,0.737704918032787,0.849056603773585,0.84,0.833333333333333,0.716981132075472,0.706896551724138,0.706896551724138,0.716666666666667,0.783333333333333,0.777777777777778,0.813953488372093,0.808510638297872,0.8,0.722222222222222,0.725490196078431,0.755102040816326,0.979591836734694,0.981481481481482,0.96,0.98,0.96551724137931,0.983606557377049,0.96551724137931,0.963636363636364,0.978723404255319,0.980392156862745,0.957446808510638,0.979591836734694,0.982142857142857,0.978723404255319,0.962962962962963,0.963636363636364,0.977272727272727,0.981818181818182,0.982758620689655,0.978723404255319,0.981818181818182,0.978723404255319,0.967213114754098,0.962962962962963,0.979166666666667,0.98,0.98,0.963636363636364,0.981818181818182,0.98,0.963636363636364,0.981481481481482,0.956521739130435,0.981481481481482,0.982142857142857,0.983333333333333,0.983333333333333,0.983870967741935,0.980769230769231,0.956521739130435,0.983333333333333,0.982758620689655,0.983870967741935,0.96,1,1,1,1,1,1,1,1,0.987341772151899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_03_column_names",1,1,0.987341772151899,0.97979797979798,0.991869918699187,0.9921875,1,0.988636363636364,0.987179487179487,0.998454404945904,1,1,0.997134670487106,0.995689655172414,0.997555012224939,0.998899889988999,0.991935483870968,0.982456140350877,0.746268656716418,0.682539682539683,0,0.641791044776119,0.710526315789474,0.873417721518987,0.707692307692308,0.76271186440678,0.727272727272727,0.807017543859649,0.839285714285714,0.813559322033898,0.770491803278689,0.776119402985075,0.67741935483871,0.6875,0.73015873015873,0.741379310344828,0.84,0.833333333333333,0.759259259259259,0.733333333333333,0.779661016949152,0.807017543859649,0.982142857142857,0.983606557377049,0.964912280701754,0.982456140350877,0.969230769230769,0.985294117647059,0.984848484848485,0.984126984126984,0.981481481481482,0.982758620689655,0.962962962962963,0.982142857142857,0.984126984126984,0.981481481481482,0.983870967741935,0.984126984126984,0.980392156862745,0.983870967741935,0.984615384615385,0.981481481481482,0.983870967741935,0.981481481481482,0.985507246376812,0.983870967741935,0.981818181818182,0.982456140350877,0.982456140350877,0.967741935483871,0.983870967741935,0.982456140350877,0.984126984126984,0.983606557377049,0.962264150943396,0.983606557377049,0.984126984126984,0.985074626865672,0.985074626865672,0.985507246376812,0.983050847457627,0.962264150943396,0.985074626865672,0.984615384615385,0.985507246376812,0.982758620689655,1,1,1,1,1,1,1,1,0.988372093023256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_04_column_names",1,1,0.9875,0.98,0.991935483870968,0.992248062015504,1,0.98876404494382,0.987341772151899,0.998456790123457,1,1,0.997142857142857,0.995708154506438,0.997560975609756,0.998901098901099,0.992,0.982758620689655,0.73134328358209,0.727272727272727,0.641791044776119,0,0.68,0.860759493670886,0.692307692307692,0.786885245901639,0.75,0.830508474576271,0.821428571428572,0.816666666666667,0.774193548387097,0.742424242424242,0.661290322580645,0.671875,0.672131147540984,0.701754385964912,0.865384615384615,0.814814814814815,0.785714285714286,0.758064516129032,0.741379310344828,0.722222222222222,0.982456140350877,0.983870967741935,0.96551724137931,0.982758620689655,0.953846153846154,0.970588235294118,0.96969696969697,0.984375,0.981818181818182,0.96551724137931,0.944444444444444,0.964285714285714,0.968253968253968,0.981818181818182,0.967741935483871,0.984375,0.980769230769231,0.967741935483871,0.969230769230769,0.981818181818182,0.967741935483871,0.962962962962963,0.971014492753623,0.984126984126984,0.982142857142857,0.964912280701754,0.964912280701754,0.951612903225806,0.967741935483871,0.964912280701754,0.968253968253968,0.967213114754098,0.943396226415094,0.967213114754098,0.968253968253968,0.970149253731343,0.970149253731343,0.971014492753623,0.983333333333333,0.962962962962963,0.970149253731343,0.969230769230769,0.971014492753623,0.983050847457627,1,1,1,1,1,1,1,1,0.988505747126437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_05_column_names",1,1,0.988505747126437,0.981308411214953,0.99236641221374,0.992647058823529,1,0.989583333333333,0.988372093023256,0.998473282442748,1,1,0.997198879551821,0.995833333333333,0.997601918465228,1,0.992424242424242,0.984615384615385,0.773333333333333,0.7,0.710526315789474,0.68,0,0.858823529411765,0.722222222222222,0.808823529411765,0.773333333333333,0.882352941176471,0.859375,0.869565217391304,0.797101449275362,0.75,0.714285714285714,0.704225352112676,0.72463768115942,0.753846153846154,0.862068965517241,0.836065573770492,0.790322580645161,0.746268656716418,0.787878787878788,0.774193548387097,0.984375,0.985507246376812,0.969230769230769,0.984615384615385,0.958333333333333,0.973333333333333,0.972602739726027,0.985915492957746,0.983870967741935,0.969230769230769,0.967741935483871,0.968253968253968,0.971428571428571,0.983870967741935,0.971014492753623,0.985915492957746,0.983050847457627,0.971014492753623,0.972222222222222,0.983870967741935,0.971014492753623,0.967213114754098,0.973684210526316,0.985714285714286,0.984126984126984,0.96875,0.96875,0.971428571428571,0.971014492753623,0.96875,0.971428571428571,0.970588235294118,0.967213114754098,0.970588235294118,0.971428571428571,0.972972972972973,0.972972972972973,0.973684210526316,0.985074626865672,0.983870967741935,0.972972972972973,0.972222222222222,0.973684210526316,0.984848484848485,1,1,1,1,1,1,1,1,0.98936170212766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_06_column_names",1,1,0.987179487179487,0.98989898989899,0.991803278688525,0.992125984251969,1,0.988505747126437,0.987012987012987,0.995341614906832,1,1,0.997126436781609,0.995670995670996,0.997549019607843,1,0.991869918699187,0.982142857142857,0.922077922077922,0.891891891891892,0.873417721518987,0.860759493670886,0.858823529411765,0,0.863013698630137,0.838709677419355,0.863013698630137,0.919354838709677,0.87719298245614,0.887096774193548,0.942857142857143,0.92,0.92,0.893333333333333,0.902777777777778,0.892307692307692,0.963636363636364,0.931034482758621,0.935483870967742,0.928571428571429,0.873015873015873,0.864406779661017,0.981818181818182,0.983333333333333,0.982456140350877,0.982142857142857,0.96875,0.96969696969697,0.96875,0.983870967741935,0.981132075471698,0.964285714285714,0.962264150943396,0.962962962962963,0.967213114754098,0.981132075471698,0.966666666666667,0.983870967741935,0.98,0.966666666666667,0.951612903225806,0.981132075471698,0.966666666666667,0.961538461538461,0.970149253731343,0.983606557377049,0.981481481481482,0.963636363636364,0.963636363636364,0.967213114754098,0.966666666666667,0.963636363636364,0.967213114754098,0.966101694915254,0.961538461538461,0.966101694915254,0.967213114754098,0.969230769230769,0.969230769230769,0.970149253731343,0.982758620689655,0.981132075471698,0.969230769230769,0.968253968253968,0.970149253731343,0.982456140350877,1,1,1,1,1,1,1,1,0.988235294117647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_07_column_names",1,1,0.986301369863014,0.978494623655914,0.991452991452991,0.991803278688525,1,0.98780487804878,0.986111111111111,0.998439937597504,1,1,0.997084548104956,0.995575221238938,0.997518610421836,1,0.991525423728813,0.980392156862745,0.8,0.758064516129032,0.707692307692308,0.692307692307692,0.722222222222222,0.863013698630137,0,0.735849056603774,0.741935483870968,0.784313725490196,0.795918367346939,0.814814814814815,0.810344827586207,0.774193548387097,0.754098360655738,0.721311475409836,0.745762711864407,0.735849056603774,0.844444444444444,0.760869565217391,0.78,0.75,0.730769230769231,0.76,0.98,0.981818181818182,0.96078431372549,0.980392156862745,0.948275862068966,0.967213114754098,0.966101694915254,0.982456140350877,0.979166666666667,0.96078431372549,0.958333333333333,0.959183673469388,0.964285714285714,0.979166666666667,0.963636363636364,0.982456140350877,0.977777777777778,0.963636363636364,0.96551724137931,0.979166666666667,0.963636363636364,0.957446808510638,0.967741935483871,0.982142857142857,0.958333333333333,0.96,0.96,0.964285714285714,0.963636363636364,0.96,0.964285714285714,0.962962962962963,0.957446808510638,0.962962962962963,0.964285714285714,0.966666666666667,0.966666666666667,0.967741935483871,0.981132075471698,0.979166666666667,0.966666666666667,0.96551724137931,0.967741935483871,0.980769230769231,1,1,1,1,1,1,1,1,0.9875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_08_column_names",1,1,0.983870967741935,0.975609756097561,0.990566037735849,0.990990990990991,1,0.985915492957746,0.983606557377049,0.998412698412698,1,1,0.996987951807229,0.995348837209302,0.997448979591837,1,0.990654205607477,0.975,0.824561403508772,0.777777777777778,0.76271186440678,0.786885245901639,0.808823529411765,0.838709677419355,0.735849056603774,0,0.759259259259259,0.813953488372093,0.8,0.822222222222222,0.816326530612245,0.818181818181818,0.818181818181818,0.781818181818182,0.811320754716981,0.755555555555555,0.794117647058823,0.82051282051282,0.80952380952381,0.795918367346939,0.777777777777778,0.75609756097561,0.974358974358974,0.977272727272727,0.95,0.975,0.958333333333333,0.980392156862745,0.979591836734694,0.978260869565217,0.972972972972973,0.975609756097561,0.973684210526316,0.974358974358974,0.978260869565217,0.972972972972973,0.977777777777778,0.978260869565217,0.970588235294118,0.977777777777778,0.979166666666667,0.972972972972973,0.977777777777778,0.972972972972973,0.980769230769231,0.977777777777778,0.973684210526316,0.975,0.975,0.978260869565217,0.977777777777778,0.975,0.978260869565217,0.977272727272727,0.972972972972973,0.977272727272727,0.978260869565217,0.98,0.98,0.980769230769231,0.976190476190476,0.972972972972973,0.98,0.979166666666667,0.980769230769231,0.975609756097561,1,1,1,1,1,1,1,1,0.985507246376812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_09_column_names",1,1,0.986301369863014,0.978494623655914,0.991452991452991,0.991803278688525,1,0.98780487804878,0.986111111111111,0.998439937597504,1,1,0.997084548104956,0.995575221238938,0.997518610421836,0.998892580287929,0.991525423728813,0.980392156862745,0.818181818181818,0.737704918032787,0.727272727272727,0.75,0.773333333333333,0.863013698630137,0.741935483870968,0.759259259259259,0,0.76,0.795918367346939,0.814814814814815,0.789473684210526,0.793650793650794,0.754098360655738,0.78125,0.825396825396825,0.781818181818182,0.818181818181818,0.787234042553192,0.755102040816326,0.75,0.730769230769231,0.76,0.98,0.981818181818182,0.96078431372549,0.980392156862745,0.966101694915254,0.983870967741935,0.966101694915254,0.964285714285714,0.979166666666667,0.980769230769231,0.979591836734694,0.98,0.982456140350877,0.979166666666667,0.963636363636364,0.964285714285714,0.977777777777778,0.982142857142857,0.983050847457627,0.979166666666667,0.982142857142857,0.979166666666667,0.967741935483871,0.963636363636364,0.979591836734694,0.980392156862745,0.980392156862745,0.982456140350877,0.982142857142857,0.980392156862745,0.964285714285714,0.981818181818182,0.979166666666667,0.981818181818182,0.982456140350877,0.983606557377049,0.983606557377049,0.984126984126984,0.981132075471698,0.979166666666667,0.983606557377049,0.983050847457627,0.984126984126984,0.96078431372549,1,1,1,1,1,1,1,1,0.9875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_10_column_names",1,1,0.982456140350877,0.974025974025974,0.99009900990099,0.990566037735849,1,0.984848484848485,0.982142857142857,0.9984,1,1,0.996941896024465,0.995238095238095,0.997416020671835,0.998872604284104,0.990196078431373,0.971428571428571,0.872727272727273,0.849056603773585,0.807017543859649,0.830508474576271,0.882352941176471,0.919354838709677,0.784313725490196,0.813953488372093,0.76,0,0.771428571428571,0.829268292682927,0.795454545454545,0.846153846153846,0.846153846153846,0.807692307692308,0.862745098039216,0.840909090909091,0.8,0.861111111111111,0.846153846153846,0.8,0.717948717948718,0.789473684210526,0.970588235294118,0.974358974358974,0.942857142857143,0.971428571428571,0.953488372093023,0.978260869565217,0.953488372093023,0.95,0.96875,0.972222222222222,0.96969696969697,0.970588235294118,0.975609756097561,0.96875,0.948717948717949,0.95,0.96551724137931,0.975,0.976744186046512,0.96875,0.975,0.96875,0.956521739130435,0.948717948717949,0.96969696969697,0.971428571428571,0.971428571428571,0.975609756097561,0.975,0.971428571428571,0.95,0.974358974358974,0.96875,0.974358974358974,0.975609756097561,0.977777777777778,0.977777777777778,0.978723404255319,0.972972972972973,0.96875,0.977777777777778,0.976744186046512,0.978723404255319,0.942857142857143,1,1,1,1,1,1,1,1,0.984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"M_PL_060_11_column_names",1,1,0.981481481481482,0.972972972972973,0.989795918367347,0.990291262135922,1,0.984126984126984,0.981132075471698,0.998392282958199,1,1,0.996913580246914,0.995169082125604,0.997395833333333,1,0.98989898989899,0.96875,0.886792452830189,0.84,0.839285714285714,0.821428571428572,0.859375,0.87719298245614,0.795918367346939,0.8,0.795918367346939,0.771428571428571,0,0.783783783783784,0.863636363636364,0.86,0.86,0.82,0.829787234042553,0.8,0.862068965517241,0.882352941176471,0.864864864864865,0.866666666666667,0.763157894736842,0.696969696969697,0.967741935483871,0.972222222222222,0.9375,0.96875,0.923076923076923,0.952380952380952,0.95,0.973684210526316,0.96551724137931,0.9375,0.931034482758621,0.933333333333333,0.945945945945946,0.96551724137931,0.944444444444444,0.973684210526316,0.961538461538461,0.944444444444444,0.948717948717949,0.96551724137931,0.944444444444444,0.928571428571429,0.953488372093023,0.972972972972973,0.966666666666667,0.935483870967742,0.935483870967742,0.945945945945946,0.944444444444444,0.935483870967742,0.945945945945946,0.942857142857143,0.928571428571429,0.942857142857143,0.945945945945946,0.951219512195122,0.951219512195122,0.953488372093023,0.970588235294118,0.96551724137931,0.951219512195122,0.948717948717949,0.953488372093023,0.96969696969697,1,1,1,1,1,1,1,1,0.983606557377049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
